palavra_chave,forma_encontrada,classe,superficie,tabela,coluna,proposicao,proposicao_id,documento_id,documento_textual_id,tipo_documento,unidade_autora,data,ementa,trecho,endpoint_fonte,evidencia_local
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1108/2024,19809,125100,226337,Emenda,GAB DEP GABRIEL MAGNO,2024-06-18T15:59:46,Dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2025 e dá outras providências. ,"O A emenda objetiva efetivamente promover as despesas relacionadas ao enfrentamento à violência à Pessoa Idosa como prioridade ao financiamento por meio do agente de fomento oficial do Distrito Federal. Além disso, tem por objeto também a promoção por meio do BRB como agente de fomento aos consumidores superendividados, permitindo que possam renegociar as respectivas dívidas, mas garantindo o mínimo existencial constitucional inclusão Nesse sentido, conclamo aos nobres pares a aprovação Sala das Sessões ...........",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/19809/documento/ativas,data/raw/documento-ativas/d6b675a10ee17c2c.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,REQ 1481/2024,20438,125781,227647,Requerimento,GAB DEP DAYSE AMARILIO,2024-06-21T18:36:03,"Requer informações ao Banco de Brasília acerca do cumprimento da Lei 7.239/2023 e sobre o programa de renegociação, lançado em 4.12.2023.","rograma ou não? Senão diminuíram, qual é a medida que o Banco pretende tomar para tanto? c) Qual é o resultado atual do programa? Qual é o montante que o Banco arrecadou até o momento? JUSTIFICAÇÃO Serve o presente requerimento para obter informações junto ao BRB acerca da lei 7.239/2023, que trata do superendividamento de empregados públicos. Com efeito, tenho recebido denúncias no âmbito da Comissão de Assuntos Sociais desta Casa, que informam que o Banco estaria retendo parcelas remuneratórias de forma ilegítima",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/20438/documento/ativas,data/raw/documento-ativas/7fdf4b24d0eb06b0.json
BRB,BrB,BRB-OUTRO,documento,documento,texto,PL 1187/2024,20716,127162,230360,Projeto de Lei,GAB DEP PR DANIEL DE CASTRO,2024-07-23T16:29:56,"Estabelece que, no mínimo, 5% dos ingressos de eventos organizados no Estádio Nacional de Brasília – Mané Garrincha sejam reservados e disponibilizados gratuitamente a pessoas de baixa renda, na forma que especifica.","do Distrito Federal pelos habitantes desta Unidade da Federação. Não é segredo que os custos para a construção do Estádio Nacional de Brasília – Mané Garrincha foram, à época, segundo a consultoria KPMG, em torno de US$ 830 milhões. Isso coloca a atual Arena BrB como o terceiro estádio mais caro do mundo e o segundo mais caro por assento construído. Assim, importante parcela da população, as pessoas de baixa renda, apesar de ser “proprietária” desse bem público do Distrito Federal, se encontra alijada do direito de",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/20716/documento/ativas,data/raw/documento-ativas/801b3afb1506c9e9.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1192/2024,20808,127362,230911,Projeto de Lei,GAB DEP MARTINS MACHADO,2024-07-31T17:35:43,Institui o Programa Bolsa Técnico no âmbito do Distrito Federal. ,"primeira parcela do pagamento do benefício, em acordo com a atualização monetária estabelecida pelo INPC/IBGE (Índice Nacional de Preços ao Consumidor). § 2° Os pagamentos mensais a título de benefício serão depositas em conta corrente do Banco de Brasília - BRB, tendo o técnico como correntista. Art. 11° Cada técnico poderá pleitear ser beneficiário de uma única modalidade e de uma única categoria de bolsa. Art. 12° Para fins de contrapartida, os técnicos disponibilizarão quatro datas no ano de exercício em que re",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/20808/documento/ativas,data/raw/documento-ativas/46feddcecbc68e08.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PLC 7/2023,10816,128378,233515,Parecer,GAB DEP IOLANDO,2024-08-12T17:47:02,"Adequa o Fundo de Defesa dos Direitos do Consumidor, criado pela Lei Complementar nº 50, de 23 de dezembro de 1997, para garantir o mínimo existencial aos superendividados.","=39416. Acesso em 10/10/2023. [2] Arquivo disponível em https://www.serasa.com.br/assets/cms/2022/Mapa-da-inadimplencia-Janeiro.pdf. Acesso em 25/9/2023. [3]Comissão Geral: “O endividamento dos servidores públicos do Distrito Federal com o Banco de Brasília – BRB”, Plenário da CLDF, 23 de fevereiro de 2023. Ver Notícia/Agência CLDF, “Distritais buscam solução para servidores superendividados com o BRB” (23/02/2023), disponível em https://www.cl.df.gov.br/-/comissao-geral-debate-o-endividamento-de-servidores-do-df-c",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10816/documento/ativas,data/raw/documento-ativas/701db3ff7ad21901.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1078/2024,19338,131586,240570,Parecer,CAF,2024-09-09T10:23:53,"Institui o Programa ""Minha Casa Linda""","l e execução da despesa de serviço necessária à consecução do Programa, nos critérios estabelecidos por esta Lei; II - da Secretaria de Estado de Economia, quanto à utilização do crédito previsto no inciso I do art. 2º desta Lei; e III - do Banco de Brasília (BRB) como agente financeiro do Programa e depositário de seus recursos financeiros, em conta e subconta de movimento ou de outra natureza que lhe forem ajustadas objetivando o crédito bancário ao beneficiário do Programa. Lei distrital 5.485 /2015 – Art. 2º II",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/19338/documento/ativas,data/raw/documento-ativas/87ffd057f26e32cd.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6282/2024,21957,133480,244175,Indicação,GAB DEP PR DANIEL DE CASTRO,2024-09-19T12:54:07,"Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, providências tendentes a concessão de linha de crédito especial destinada às famílias rurais que perderam suas moradias em decorrência das queimadas no Distrito Federal.  ","CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Pastor Daniel de Castro - Gab 07 Indicação Nº, DE 2024 (Autoria: Deputado Pastor Daniel de Castro) Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, providências tendentes a concessão de linha de crédito especial destinada às famílias rurais que perderam suas moradias em decorrência das queimadas no Distrito Federal. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, nos termos do art. 143 do Regimento Interno, S",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/21957/documento/ativas,data/raw/documento-ativas/76c2f371d88755bb.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6320/2024,22125,134748,246515,Indicação,GAB DEP JAQUELINE SILVA,2024-09-30T10:46:57,"Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, a instalação de uma agência do BRB no Setor Habitacional Torto, na Região Administrativa do Plano Piloto - RA I.  ","CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete da Deputada Jaqueline Silva - Gab 03 Indicação Nº, DE 2024 (Autoria: Deputada Jaqueline Silva) Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, a instalação de uma agência do BRB no Setor Habitacional Torto, na Região Administrativa do Plano Piloto - RA I. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, nos termos do art. 143 do Regimento Interno, Sugere ao Poder Executivo, por intermédio do Banco de Bras",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/22125/documento/ativas,data/raw/documento-ativas/87bc94dbc03b9164.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1360/2024,22244,135262,248114,Projeto de Lei,GAB DEP GABRIEL MAGNO,2024-10-07T12:40:42,Institui as Diretrizes para a Política de Assistência Estudantil no âmbito da Universidade do Distrito Federal Professor Jorge Amaury Maia Nunes.,"os de que trata esta Lei deverá ocorrer nos limites das transferências de dotações orçamentárias e financeiras a serem realizadas à Universidade do Distrito Federal e ao Fundo da Universidade do Distrito Federal – FunDF. Parágrafo único. O Banco de Brasília - BRB figurará, preferencialmente, como o agente financeiro responsável pelo pagamento, bem como pelo suporte operacional necessário, nos limites de sua competência legal. CAPÍTULO VI DA EXECUÇÃO Art. 18. A PAE da UnDF será desenvolvida por meio de uma política ",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/22244/documento/ativas,data/raw/documento-ativas/7efdc04e0b275fa7.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6502/2024,22503,138472,252084,Indicação,GAB DEP ROBÉRIO NEGREIROS,2024-10-21T14:34:46,"SUGERE AO PODER EXECUTIVO DO DISTRITO FEDERAL, QUE ATRAVÉS DO BANCO REGIONAL DE BRASÍLIA (BRB), SEJA INSTALADA UMA AGÊNCIA BANCÁRIA DO BRB OU UMA UNIDADE DO BRB CONVENIÊNCIA NA COLÔNIA AGRÍCOLA 26 DE SETEMBRO NA REGIÃO ADMINISTRATIVA VICENTE PIRES.","CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Robério Negreiros - Gab 19 Indicação Nº, DE 2024 (Autoria: Deputado ROBÉRIO NEGREIROS) SUGERE AO PODER EXECUTIVO DO DISTRITO FEDERAL, QUE ATRAVÉS DO BANCO REGIONAL DE BRASÍLIA (BRB), SEJA INSTALADA UMA AGÊNCIA BANCÁRIA DO BRB OU UMA UNIDADE DO BRB CONVENIÊNCIA NA COLÔNIA AGRÍCOLA 26 DE SETEMBRO NA REGIÃO ADMINISTRATIVA VICENTE PIRES. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, nos termos do artigo 143 de seu Regimento Interno, sugere ao P",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/22503/documento/ativas,data/raw/documento-ativas/15c3095645cc890a.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6561/2024,22628,139749,254618,Indicação,GAB DEP JOAQUIM RORIZ NETO,2024-10-25T14:16:54,"Sugere ao Poder Executivo a revitalização do Ponto de Encontro Comunitário - PEC no canteiro central da 1ª Avenida Norte, em frente ao BRB, em Samambaia.  ","DISTRITO FEDERAL Gabinete do Deputado Joaquim Roriz Neto - Gab 04 Indicação Nº DE 2024 (Do Sr. Deputado Joaquim Roriz Neto) Sugere ao Poder Executivo a revitalização do Ponto de Encontro Comunitário - PEC no canteiro central da 1ª Avenida Norte, em frente ao BRB, em Samambaia. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, nos termos do art. 143 do Regimento Interno, sugere ao Poder Executivo a revitalização do Ponto de Encontro Comunitário - PEC no canteiro central da 1ª Avenida Norte, em frente ao BRB, em Samambaia. J",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/22628/documento/ativas,data/raw/documento-ativas/5808364c250e090c.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1294/2024,21825,275740,259815,Parecer,GAB DEP JORGE VIANNA,2024-11-05T15:08:11,Estima a receita e fixa a despesa do Distrito Federal para o exercício financeiro de 2025.,"s orçamentárias abaixo: QUADRO 1. UNIDADES ORÇAMENTÁRIAS OBJETO DESTE PARECER PARCIAL UOUNIDADE ORÇAMENTÁRIA 10101GABINETE DO VICE-GOVERNADOR 19101SECRETARIA DE ESTADO DE PLANEJAMENTO, ORÇAMENTO E ADMINISTRAÇÃO DO DISTRITO FEDERAL 19202BANCO DE BRASILIA S/A – BRB 19204BRB CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A 19205BRB DISTRIBUIDORA DE TÍTULOS E VALORES 19206CARTÃO BRB S/A 19207BRB ADMINSTRADORA E CORRETORA DE SEGUROS S/A 19208BRB SERVIÇOS S.A 23202FUNDAÇÃO HEMOCENTRO DE BRASÍLIA 23203FUNDAÇÃO DE ENSINO E PESQUI",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/21825/documento/ativas,data/raw/documento-ativas/7cf68a7d73c5b5cb.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PDL 236/2024,150248,279230,263574,Projeto de Decreto Legislativo,GAB DEP HERMETO,2024-11-29T13:45:16,Concede Título de Cidadão Honorário de Brasília ao Sr. Paulo Henrique Bezerra Rodrigues Costa.,"ty, mestrado em Administração de Empresas pela Universidade de Birmingham, na Inglaterra, e mestrado executivo em administração na Kellogg School of Management, nos Estados Unidos. Com mais de 20 anos de experiência no mercado financeiro, o novo presidente do BRB exerceu diversas posições gerenciais no conglomerado Caixa Econômica Federal entre 2001 e 2018, entre elas as de Diretor Executivo de Controladoria, Diretor de Administração, Finanças e Relações com Investidores na Caixa Seguridade, Superintendente Naciona",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150248/documento/ativas,data/raw/documento-ativas/1e6da77615362485.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6927/2024,150299,279411,263971,Indicação,GAB DEP JAQUELINE SILVA,2024-12-02T12:26:27,"Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, a instalação de uma agência do BRB na QR 512 Conjunto 4 Samambaia Sul, na Região Administrativa de Samambaia - RA XII.  ","CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete da Deputada Jaqueline Silva - Gab 03 Indicação Nº, DE 2024 (Autoria: Deputada Jaqueline Silva) Sugere ao Poder Executivo, por intermédio do Banco de Brasília - BRB, a instalação de uma agência do BRB na QR 512 Conjunto 4 Samambaia Sul, na Região Administrativa de Samambaia - RA XII. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, nos termos do art. 143 do Regimento Interno, Sugere ao Poder Executivo, por intermédio do Banco d",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150299/documento/ativas,data/raw/documento-ativas/e1c93bf123923bdc.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1455/2024,150171,280779,266460,Emenda,GAB DEP FÁBIO FÉLIX,2024-12-10T10:57:47,"Autoriza o Poder Executivo a ceder, onerosamente, direitos creditórios originados de créditos tributários e não tributários, inscritos ou não em dívida ativa, a pessoas jurídicas de direito privado ou a fundos de investimento regulamentados pela Comissão de Valores Mobiliários (CVM), e dá outras pro","s, inscritos ou não em dívida ativa, a pessoas jurídicas de direito privado ou a fundos de investimento regulamentados pela Comissão de Valores Mobiliários (CVM), e dá outras providências.” Suprima-se o §2º do art. 4º. JUSTIFICAÇÃO O dispositivo permite que o BRB, como instituição financeira encarregada de prestar o serviço de estruturação da operação de cessão do crédito, inclua os créditos por ele negociados em fundos de investimentos privados por ele próprio geridos ou administrados. O permissivo viola frontalme",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150171/documento/ativas,data/raw/documento-ativas/91608a5a6fb5eeb0.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1455/2024,150171,281208,267064,Redação Final,CCJ,2024-12-11T16:05:10,"Autoriza o Poder Executivo a ceder, onerosamente, direitos creditórios originados de créditos tributários e não tributários, inscritos ou não em dívida ativa, a pessoas jurídicas de direito privado ou a fundos de investimento regulamentados pela Comissão de Valores Mobiliários (CVM), e dá outras pro","tempo, com o devedor ou contribuinte. CAPÍTULO IV DA ESTRUTURAÇÃO DA OPERAÇÃO E DA EMISSÃO DE VALORES MOBILIÁRIOS LASTREADOS NO FLUXO DE CRÉDITOS CEDIDOS EM DEFINITIVO Art. 4º Fica o Governo do Distrito Federal autorizado a contratar o Banco de Brasília S/A – BRB para atuar na estruturação e implementação de operações que envolvam a emissão e distribuição de valores mobiliários, ou outra forma de obtenção de recursos junto ao mercado de capitais, lastreadas nos direitos creditórios a que se refere esta Lei. § 1º Ao",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150171/documento/ativas,data/raw/documento-ativas/91608a5a6fb5eeb0.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 6979/2025,150566,281459,267505,Indicação,GAB DEP MAX MACIEL,2024-12-16T14:46:28,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Transporte e Mobilidade do Distrito Federal e do BRB Mobilidade, implemente e/ou facilite o pagamento por meio dos cartões de banco físicos, na função débito, no Sistema de Bilhetagem Automática (SBA) adotado no Sistema de Transporte Púb","CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Max Maciel - Gab 02 Indicação Nº, DE 2024 (Autoria: Deputado Max Maciel) Sugere ao Poder Executivo que, por intermédio da Secretaria de Transporte e Mobilidade do Distrito Federal e do BRB Mobilidade, implemente e/ou facilite o pagamento por meio dos cartões de banco físicos, na função débito, no Sistema de Bilhetagem Automática (SBA) adotado no Sistema de Transporte Público Coletivo do Distrito Federal (STPC/DF). A CÂMARA LEGISLATIVA DO DISTRI",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150566/documento/ativas,data/raw/documento-ativas/f1f12656d48a73f4.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PDL 236/2024,150248,284564,274612,Parecer,GAB DEP MARTINS MACHADO,2025-02-17T14:54:42,Concede Título de Cidadão Honorário de Brasília ao Sr. Paulo Henrique Bezerra Rodrigues Costa.,"troladoria, Diretor de Administração, Finanças e Relações com Investidores na Caixa Seguridade, Superintendente Nacional de Administração de Risco Corporativo e Gerente Nacional de Risco e Modelagem, funções das quais se desligou para assumir a presidência do BRB. Nesse contexto e por esses fundamentos, vê-se que a proposição é conveniente e oportuna, de modo a caracterizar seu caráter meritório. Pelo exposto, manifestamos voto pela APROVAÇÃO do Projeto de Decreto Legislativo nº 236/2024 no âmbito da Comissão de As",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/150248/documento/ativas,data/raw/documento-ativas/1e6da77615362485.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1592/2025,151228,287147,277876,Projeto de Lei,GAB DEP GABRIEL MAGNO,2025-02-24T11:42:51,Institui as Diretrizes  para o  Programa Agrário do Distrito Federal.,"produção e comercialização de hortifrutigranjeiros e outros gêneros alimentícios da agricultura familiar, como mel, própolis, castanhas, doces e conservas; XX – desenvolver uma linha de crédito específica para mulheres rurais, por meio do Banco de Brasília – BRB, incentivando projetos produtivos de mulheres do campo; XXI – implementar a isenção do licenciamento ambiental para assentamentos de até cem famílias, além de criar um processo simplificado para assentamentos com população superior a esse limite, garantindo",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/151228/documento/ativas,data/raw/documento-ativas/b6a9942977bd2fee.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,MO 1220/2025,151372,289166,281689,Moção,GAB DEP JOÃO CARDOSO,2025-03-10T21:12:28,Manifesta votos de louvor e parabeniza ao Frei Gilson pelos excelentes serviços prestados à população do Distrito Federal,"mil pessoas. Sua discografia inclui álbuns como ""Salvos Pela Cruz"" (2015), ""Santo Sacrifício"" (2016) e ""Frei Gilson In Concert"" (2023). Em 2024 Frei Gilson participou da comemoração dos 24 anos da Canção Nova em Brasília, atraindo milhares de pessoas ao Arena BRB Nilson Nelson. Seu trabalho transcende o ambiente religioso, oferecendo acolhimento e renovação da fé a todos que o buscam, e reforçando a importância da religiosidade na construção de uma sociedade mais justa e fraterna. Diante da relevância e do reconhec",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/151372/documento/ativas,data/raw/documento-ativas/00fb943516243af6.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,REQ 1953/2025,151768,291845,288287,Requerimento,GAB DEP RICARDO VALE,2025-03-31T14:30:39,Requer o registro de criação da Frente Parlamentar em defesa dos feirantes.,"andono em que se encontram as feiras do Distrito Federal. Durante os pronunciamentos, ficou evidente a necessidade de medidas com urgência para se criar uma política pública destinada a revitalizar as feiras, abrir linhas de crédito para os feirantes junto ao BRB e melhorar a gestão pública das feiras, com a nomeação de um gerente para cada uma delas, pois famílias inteiras de feirantes estão ficando sem condições de sobreviver com suas atividades, porque a população está deixando de ir às feiras. Também foi unânim",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/151768/documento/ativas,data/raw/documento-ativas/49be4acbeeae11cf.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 646/2023,15301,292982,291420,Parecer,GAB DEP ROGÉRIO MORRO DA CRUZ,2025-04-10T16:27:59,Dispõe sobre a inclusão do ensino de educação financeira como conteúdo transversal do currículo da rede pública de ensino do Distrito Federal.,"sitivos, como o aumento do nível de poupança dos jovens e maior consciência em gastos mensais. Por fim, o autor ressalta que, apesar de existirem iniciativas pontuais no Distrito Federal, como o programa Aprender Valor do Banco Central e projetos do Instituto BRB, é necessário estabelecer a educação financeira como conteúdo obrigatório no currículo escolar. Em outubro de 2023, o próprio Autor apresentou emenda acrescendo o art. 6° à proposição, que revoga explicitamente a Lei n° 3.838, de 27 de março de 2006, que i",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/15301/documento/ativas,data/raw/documento-ativas/3b872be541a49b2f.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1713/2025,152261,294579,295317,Projeto de Lei,GAB DEP IOLANDO,2025-04-29T12:03:10,"Institui a Política Distrital de Recuperação de Áreas Degradadas e Serviços Ecossistêmicos – PRAD-DF, define fontes de financiamento e dá outras providências.","predial a imóveis que comprovem reflorestamento ou manutenção de áreas restauradas; b) ISS Verde: alíquota reduzida para empresas que prestem serviços de restauração e monitoramento; II – linhas de crédito em condições favorecidas junto ao Banco de Brasília – BRB Verde; III – mecanismo distrital de Pagamento por Serviços Ambientais; IV – Cadastro Distrital de Áreas Prioritárias (CDAP), integrado ao ZEE-DF; V – Certificados de Crédito de Restauração – CCR-DF, títulos negociáveis no mercado de carbono local; VI – exi",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/152261/documento/ativas,data/raw/documento-ativas/353c157e908aee67.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1652/2025,151668,294594,296168,Parecer,CAF,2025-04-29T13:22:35,Institui o Programa Material de Construção e dá outras providências.,"financeiro por lar atingido, nos termos do §1º do art. 1º. § 1º A concessão do auxílio financeiro previsto nesta Lei será efetivada por meio de cartão magnético ou outra tecnologia, que funcione como cartão de débito, operacionalizado pelo Banco de Brasília – BRB, inscrito no Cadastro Nacional da Pessoa Jurídica sob o nº 00.000.208/0001-0, exclusivamente para aquisição do material de construção. § 2º Os estabelecimentos comerciais que estiverem aptos a comercializar os itens às famílias beneficiárias e que, por alg",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/151668/documento/ativas,data/raw/documento-ativas/a26bbde31859329b.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PDL 316/2025,152309,294868,296036,Projeto de Decreto Legislativo,GAB DEP JOÃO CARDOSO,2025-05-05T09:10:38,Concede o Título de Cidadão Honorário de Brasília ao Senhor FREI GILSON DA SILVA PUPO AZEVEDO,"osa se materializa em álbuns como ""Salvos Pela Cruz"" (2015), ""Santo Sacrifício"" (2016) e ""Frei Gilson In Concert"" (2023). Em 2024 e 2025, Frei Gilson abrilhantou as comemorações dos 23 e 24 anos da Canção Nova em Brasília, atraindo milhares de pessoas à Arena BRB Nilson Nelson e ao Pavilhão de Exposições do Parque da Cidade, respectivamente. Seu trabalho pastoral e evangelizador irradia para além dos limites do ambiente religioso, oferecendo acolhimento e a renovação da fé a todos que buscam seu amparo espiritual, ",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/152309/documento/ativas,data/raw/documento-ativas/8649d416cb269283.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1652/2025,151668,295276,297016,Redação Final,CCJ,2025-05-07T12:37:07,Institui o Programa Material de Construção e dá outras providências.,"nceiro por lar atingido, nos termos do §1º do art. 1º. § 1º A concessão do auxílio financeiro previsto nesta Lei deve ser efetivada por meio de cartão magnético ou outra tecnologia, que funcione como cartão de débito, operacionalizado pelo Banco de Brasília – BRB, inscrito no Cadastro Nacional da Pessoa Jurídica sob o nº 00.000.208/0001-0, exclusivamente para aquisição do material de construção. § 2º Os estabelecimentos comerciais que estiverem aptos a comercializar os itens às famílias beneficiárias e que, por alg",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/151668/documento/ativas,data/raw/documento-ativas/a26bbde31859329b.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 505/2023,14604,301733,308011,Parecer,GAB DEP GABRIEL MAGNO,2025-06-10T15:51:42,"Institui o Programa Uniforme Escolar no Distrito Federal, destinado à concessão de uniformes escolares aos alunos da rede pública de ensino do Distrito Federal.","s adquiridas pela Secretaria de Educação; (ii) auxílio financeiro para que o estudante adquiria o uniforme em estabelecimento credenciado pela Secretaria. O art. 3º define ainda: (§1º) a concessão do auxílio financeiro através de cartão magnético de débito do BRB, exclusivamente para aquisição de uniformes escolares; (§2º) o valor do auxílio financeiro, correspondente à soma dos custos da quantidade de peças uniformes; (§ 3º) a configuração de fraude na utilização do auxílio financeiro não prevista na lei; (§ 4º) a",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/14604/documento/ativas,data/raw/documento-ativas/380c260dd7f1f7db.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PDL 333/2025,153052,301865,309694,Projeto de Decreto Legislativo,GAB DEP THIAGO MANZONI,2025-06-11T17:39:45,Concede o Título de Cidadão Honorário de Brasília ao Senhor Wanderley Corrêa Peres. ,"fão de pai e mãe ainda jovem, assumiu com dignidade o legado de seus pais, que sonhavam com a formação acadêmica dos filhos. Ele mesmo só conseguiu realizar o sonho de cursar uma faculdade aos 29 anos, demonstrando perseverança. Ingressou no Banco de Brasília/BRB por concurso em 1968, onde desempenhou diversas funções até alcançar o cargo de Diretor Administrativo do fundo de pensão dos empregados do banco, a REGIUS – Previdência Privada. Em 1984, participou do prestigiado grupo de estudos da ADESG (Associação dos ",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/153052/documento/ativas,data/raw/documento-ativas/09f710defbcd366d.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,IND 8405/2025,153087,302134,308465,Indicação,GAB DEP ROGÉRIO MORRO DA CRUZ,2025-06-13T13:46:30,"Sugere ao Excelentíssimo Senhor Secretário de Estado de Governo do Distrito Federal a adoção de providências visando à implantação do Projeto “Ambulante Legal”, destinado à padronização, organização e valorização dos trabalhadores ambulantes em todo o Distrito Federal.  ","como um modelo distrital de padronização, organização e valorização dos trabalhadores ambulantes, por meio da criação de estruturas fixas ou móveis identificadas visualmente com a marca do Governo do Distrito Federal e de seus parceiros institucionais, como o BRB – Banco de Brasília. A medida busca garantir melhores condições de trabalho, segurança jurídica e identidade urbana para milhares de trabalhadores que atuam cotidianamente na informalidade. Conforme exposto pela Administração Regional do Jardim Botânico no",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/153087/documento/ativas,data/raw/documento-ativas/8daaec04b6994f11.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PDL 335/2025,153096,302206,308626,Projeto de Decreto Legislativo,GAB DEP PR DANIEL DE CASTRO,2025-06-16T10:31:48,Concede o Título de Cidadão Honorário de Brasília ao Senhor Luiz Eduardo Baptista.,"ue e em uma nova fase de governança e profissionalismo no futebol brasileiro. Recentemente, BAP foi eleito presidente do Flamengo com ampla maioria de votos, e sua gestão tem forte vínculo com o Distrito Federal. Por meio de parcerias com o Banco de Brasília (BRB) e da realização de jogos do Flamengo em Brasília, BAP contribui de maneira significativa para o desenvolvimento econômico e a geração de empregos na região, além de incentivar o turismo, o comércio local e o fortalecimento da identidade esportiva da capit",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/153096/documento/ativas,data/raw/documento-ativas/c01dcb6cd75acc60.json
BRB,BRB,BRB-OUTRO,documento,documento,texto,PL 1742/2025,152574,302559,309228,Emenda,GAB DEP GABRIEL MAGNO,2025-06-17T11:42:22,Dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2026 e dá outras providências.,"O A emenda objetiva efetivamente promover as despesas relacionadas ao enfrentamento à violência à Pessoa Idosa como prioridade ao financiamento por meio do agente de fomento oficial do Distrito Federal. Além disso, tem por objeto também a promoção por meio do BRB como agente de fomento aos consumidores superendividados, permitindo que possam renegociar as respectivas dívidas, mas garantindo o mínimo existencial constitucional inclusão. Nesse sentido, conclamo aos nobres pares a aprovação Sala das Sessões, na data d",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/152574/documento/ativas,data/raw/documento-ativas/43a8b08c2c4d7db3.json
